symbol,source_symbol,security,index,sector,industry,subindustry,snapshot_date
TCBI,TCBI,Texas Capital Bancshares,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
TDC,TDC,Teradata,S&P SmallCap 600,Information Technology,IT Services,IT Consulting & Other Services,2026-07-15
TDG,TDG,TransDigm Group,S&P 500,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
TDS,TDS,"Telephone and Data Systems, Inc.",S&P SmallCap 600,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,2026-07-15
TDW,TDW,"Tidewater, Inc.",S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
TDY,TDY,Teledyne Technologies,S&P 500,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
TECH,TECH,Bio-Techne,S&P 500,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,2026-07-15
TEL,TEL,TE Connectivity,S&P 500,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2026-07-15
TER,TER,Teradyne,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
TEX,TEX,Terex,S&P MidCap 400,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
TFC,TFC,Truist Financial,S&P 500,Financials,Banks,Diversified Banks,2026-07-15
TFIN,TFIN,"Triumph Bancorp, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
TFX,TFX,Teleflex,S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
TGT,TGT,Target Corporation,S&P 500,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail,2026-07-15
TGTX,TGTX,"TG Therapeutics, Inc.",S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
THC,THC,Tenet Health,S&P MidCap 400,Health Care,Health Care Providers & Services,Health Care Facilities,2026-07-15
THG,THG,Hanover Insurance,S&P MidCap 400,Financials,Insurance,Property & Casualty Insurance,2026-07-15
THO,THO,Thor Industries,S&P MidCap 400,Consumer Discretionary,Leisure Products,Leisure Products,2026-07-15
THRM,THRM,Gentherm Incorporated,S&P SmallCap 600,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,2026-07-15
TILE,TILE,"Interface, Inc.",S&P SmallCap 600,Industrials,Commercial Services & Supplies,Office Services & Supplies,2026-07-15
TJX,TJX,TJX Companies,S&P 500,Consumer Discretionary,Specialty Retail,Apparel Retail,2026-07-15
TKO,TKO,TKO Group Holdings,S&P 500,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
TKR,TKR,Timken,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
TLN,TLN,Talen Energy,S&P MidCap 400,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders,2026-07-15
TMDX,TMDX,"TransMedics Group, Inc.",S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
TMHC,TMHC,Taylor Morrison,S&P MidCap 400,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
TMO,TMO,Thermo Fisher Scientific,S&P 500,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,2026-07-15
TMP,TMP,Tompkins Financial Corporation,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
TMUS,TMUS,T-Mobile US,S&P 500,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,2026-07-15
TNC,TNC,Tennant Company,S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
TNDM,TNDM,Tandem Diabetes Care,S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
TNL,TNL,Travel + Leisure Co.,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
TOL,TOL,Toll Brothers,S&P MidCap 400,Consumer Discretionary,Household Durables,Homebuilding,2026-07-15
TPL,TPL,Texas Pacific Land Corporation,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,2026-07-15
TPR,TPR,"Tapestry, Inc.",S&P 500,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
TR,TR,"Tootsie Roll Industries, Inc.",S&P SmallCap 600,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
TREX,TREX,Trex,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
TRGP,TRGP,Targa Resources,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,2026-07-15
TRIP,TRIP,TripAdvisor,S&P SmallCap 600,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
TRMB,TRMB,Trimble Inc.,S&P 500,Information Technology,Software,Application Software,2026-07-15
TRMK,TRMK,Trustmark Corp.,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
TRN,TRN,"Trinity Industries, Inc.",S&P SmallCap 600,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
TRNO,TRNO,Terreno Realty Corporation,S&P SmallCap 600,Real Estate,Industrial REITs,Industrial REITs,2026-07-15
TROW,TROW,T. Rowe Price,S&P 500,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
TRST,TRST,TrustCo Bank Corp NY,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
TRU,TRU,TransUnion,S&P MidCap 400,Industrials,Professional Services,Research & Consulting Services,2026-07-15
TRUP,TRUP,Trupanion,S&P SmallCap 600,Financials,Insurance,Life & Health Insurance,2026-07-15
TRV,TRV,Travelers Companies (The),S&P 500,Financials,Insurance,Property & Casualty Insurance,2026-07-15
TSCO,TSCO,Tractor Supply,S&P 500,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
TSLA,TSLA,"Tesla, Inc.",S&P 500,Consumer Discretionary,Automobiles,Automobile Manufacturers,2026-07-15
TSN,TSN,Tyson Foods,S&P 500,Consumer Staples,Food Products,Packaged Foods & Meats,2026-07-15
TT,TT,Trane Technologies,S&P 500,Industrials,Building Products,Building Products,2026-07-15
TTC,TTC,Toro,S&P MidCap 400,Industrials,Machinery,Agricultural & Farm Machinery,2026-07-15
TTD,TTD,Trade Desk (The),S&P 500,Communication Services,Media,Advertising,2026-07-15
TTEK,TTEK,Tetra Tech,S&P MidCap 400,Industrials,Construction & Engineering,Construction & Engineering,2026-07-15
TTMI,TTMI,TTM Technologies,S&P MidCap 400,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2026-07-15
TTWO,TTWO,Take-Two Interactive,S&P 500,Communication Services,Entertainment,Interactive Home Entertainment,2026-07-15
TWLO,TWLO,Twilio,S&P MidCap 400,Information Technology,Software,Systems Software,2026-07-15
TWO,TWO,Two Harbors Investment Corp.,S&P SmallCap 600,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2026-07-15
TXN,TXN,Texas Instruments,S&P 500,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,2026-07-15
TXNM,TXNM,TXNM Energy,S&P MidCap 400,Utilities,Electric Utilities,Electric Utilities,2026-07-15
TXRH,TXRH,Texas Roadhouse,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
TXT,TXT,Textron,S&P 500,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
TYL,TYL,Tyler Technologies,S&P 500,Information Technology,Software,Application Software,2026-07-15
UA,UA,Under Armour (Class C),S&P SmallCap 600,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
UAA,UAA,Under Armour (Class A),S&P SmallCap 600,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
UAL,UAL,United Airlines Holdings,S&P 500,Industrials,Passenger Airlines,Passenger Airlines,2026-07-15
UBER,UBER,Uber,S&P 500,Industrials,Ground Transportation,Passenger Ground Transportation,2026-07-15
UBSI,UBSI,United Bankshares,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
UCB,UCB,"United Community Banks, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
UCTT,UCTT,"Ultra Clean Holdings, Inc.",S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
UDR,UDR,"UDR, Inc.",S&P 500,Real Estate,Residential REITs,Multi-Family Residential REITs,2026-07-15
UE,UE,Urban Edge Properties,S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
UFCS,UFCS,"United Fire Group, Inc.",S&P SmallCap 600,Financials,Insurance,Property & Casualty Insurance,2026-07-15
UFPI,UFPI,UFP Industries,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
UFPT,UFPT,"UFP Technologies, Inc.",S&P SmallCap 600,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
UGI,UGI,UGI Corp,S&P MidCap 400,Utilities,Gas Utilities,Gas Utilities,2026-07-15
UHS,UHS,Universal Health Services,S&P 500,Health Care,Health Care Providers & Services,Health Care Facilities,2026-07-15
ULS,ULS,UL Solutions,S&P MidCap 400,Industrials,Professional Services,Research & Consulting Services,2026-07-15
ULTA,ULTA,Ulta Beauty,S&P 500,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
UMBF,UMBF,UMB Financial Corp.,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
UNF,UNF,UniFirst Corporation,S&P SmallCap 600,Industrials,Commercial Services & Supplies,Diversified Support Services,2026-07-15
UNFI,UNFI,United Natural Foods Inc,S&P SmallCap 600,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail,2026-07-15
UNH,UNH,UnitedHealth Group,S&P 500,Health Care,Health Care Providers & Services,Managed Health Care,2026-07-15
UNIT,UNIT,Uniti Group,S&P SmallCap 600,Communication Services,Diversified Telecommunication Services,Alternative Carriers,2026-07-15
UNM,UNM,Unum,S&P MidCap 400,Financials,Insurance,Life & Health Insurance,2026-07-15
UNP,UNP,Union Pacific Corporation,S&P 500,Industrials,Ground Transportation,Rail Transportation,2026-07-15
UPBD,UPBD,"Upbound Group, Inc.",S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail,2026-07-15
UPS,UPS,United Parcel Service,S&P 500,Industrials,Air Freight & Logistics,Air Freight & Logistics,2026-07-15
UPWK,UPWK,"Upwork, Inc.",S&P SmallCap 600,Industrials,Professional Services,Human Resource & Employment Services,2026-07-15
URBN,URBN,"Urban Outfitters, Inc.",S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Apparel Retail,2026-07-15
URI,URI,United Rentals,S&P 500,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,2026-07-15
USB,USB,U.S. Bancorp,S&P 500,Financials,Banks,Diversified Banks,2026-07-15
USFD,USFD,US Foods,S&P MidCap 400,Consumer Staples,Consumer Staples Distribution & Retail,Food Distributors,2026-07-15
USLM,USLM,"United States Lime & Minerals, Inc.",S&P SmallCap 600,Materials,Construction Materials,Construction Materials,2026-07-15
USPH,USPH,"U.S. Physical Therapy, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Facilities,2026-07-15
UTHR,UTHR,United Therapeutics,S&P MidCap 400,Health Care,Biotechnology,Biotechnology,2026-07-15
UTI,UTI,Universal Technical Institute,S&P SmallCap 600,Consumer Discretionary,Diversified Consumer Services,Education Services,2026-07-15
UTL,UTL,Unitil Corporation,S&P SmallCap 600,Utilities,Electric Utilities,Electric Utilities,2026-07-15
UVV,UVV,Universal Corporation,S&P SmallCap 600,Consumer Staples,Tobacco,Tobacco,2026-07-15
V,V,Visa Inc.,S&P 500,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
VAC,VAC,Marriott Vacations Worldwide,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
VAL,VAL,Valaris,S&P MidCap 400,Energy,Energy Equipment & Services,Oil & Gas Drilling,2026-07-15
VC,VC,Visteon,S&P MidCap 400,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,2026-07-15
VCEL,VCEL,Vericel,S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
VCTR,VCTR,"Victory Capital Holdings, Inc.",S&P SmallCap 600,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
VCYT,VCYT,"Veracyte, Inc.",S&P SmallCap 600,Health Care,Health Care Providers & Services,Health Care Services,2026-07-15
VECO,VECO,Veeco Instruments Inc.,S&P SmallCap 600,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,2026-07-15
VEEV,VEEV,Veeva Systems,S&P 500,Health Care,Health Care Technology,Health Care Technology,2026-07-15
VFC,VFC,VF Corporation,S&P MidCap 400,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
VGNT,VGNT,Versigent PLC,S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
VIAV,VIAV,Viavi Solutions,S&P MidCap 400,Information Technology,Communications Equipment,Communications Equipment,2026-07-15
VICI,VICI,Vici Properties,S&P 500,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
VICR,VICR,Vicor Corporation,S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
VIR,VIR,"Vir Biotechnology, Inc.",S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
VIRT,VIRT,"Virtu Financial, Inc.",S&P SmallCap 600,Financials,Capital Markets,Financial Exchanges & Data,2026-07-15
VLO,VLO,Valero Energy,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
VLTO,VLTO,Veralto,S&P 500,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,2026-07-15
VLY,VLY,Valley Bank,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
VMC,VMC,Vulcan Materials Company,S&P 500,Materials,Construction Materials,Construction Materials,2026-07-15
VMI,VMI,Valmont Industries,S&P MidCap 400,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
VNO,VNO,Vornado Realty Trust,S&P MidCap 400,Real Estate,Office REITs,Office REITs,2026-07-15
VNOM,VNOM,Viper Energy,S&P MidCap 400,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,2026-07-15
VNT,VNT,Vontier,S&P MidCap 400,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
VOYA,VOYA,Voya Financial,S&P MidCap 400,Financials,Financial Services,Multi-Sector Holdings,2026-07-15
VRRM,VRRM,Verra Mobility Corporation,S&P SmallCap 600,Industrials,Professional Services,Data Processing & Outsourced Services,2026-07-15
VRSK,VRSK,Verisk Analytics,S&P 500,Industrials,Professional Services,Research & Consulting Services,2026-07-15
VRSN,VRSN,Verisign,S&P 500,Information Technology,IT Services,Internet Services & Infrastructure,2026-07-15
VRT,VRT,Vertiv,S&P 500,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
VRTS,VRTS,"Virtus Investment Partners, Inc.",S&P SmallCap 600,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
VRTX,VRTX,Vertex Pharmaceuticals,S&P 500,Health Care,Biotechnology,Biotechnology,2026-07-15
VSAT,VSAT,"Viasat, Inc.",S&P SmallCap 600,Information Technology,Communications Equipment,Communications Equipment,2026-07-15
VSEC,VSEC,VSE Corporation,S&P SmallCap 600,Industrials,Aerospace & Defense,Aerospace & Defense,2026-07-15
VSH,VSH,Vishay Intertechnology,S&P SmallCap 600,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,2026-07-15
VSNT,VSNT,"Versant Media Group, Inc.",S&P SmallCap 600,Communication Services,Media,Cable & Satellite,2026-07-15
VST,VST,Vistra Corp.,S&P 500,Utilities,Electric Utilities,Electric Utilities,2026-07-15
VSTS,VSTS,Vestis,S&P SmallCap 600,Industrials,Commercial Services & Supplies,Diversified Support Services,2026-07-15
VSXY,VSXY,Victoria's Secret,S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Apparel Retail,2026-07-15
VTOL,VTOL,Bristow Group Inc.,S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
VTR,VTR,Ventas,S&P 500,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
VTRS,VTRS,Viatris,S&P 500,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
VVV,VVV,Valvoline,S&P MidCap 400,Consumer Discretionary,Specialty Retail,Automotive Retail,2026-07-15
VYX,VYX,NCR Voyix,S&P SmallCap 600,Information Technology,IT Services,IT Consulting & Other Services,2026-07-15
VZ,VZ,Verizon,S&P 500,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,2026-07-15
WAB,WAB,Wabtec,S&P 500,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,2026-07-15
WABC,WABC,Westamerica Bank,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
WAFD,WAFD,"WaFd, Inc.",S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
WAL,WAL,Western Alliance Bancorporation,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
WAT,WAT,Waters Corporation,S&P 500,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,2026-07-15
WAY,WAY,Waystar Holding Corp,S&P SmallCap 600,Health Care,Health Care Technology,Health Care Technology,2026-07-15
WBD,WBD,Warner Bros. Discovery,S&P 500,Communication Services,Media,Broadcasting,2026-07-15
WBS,WBS,Webster Bank,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
WCC,WCC,WESCO International,S&P MidCap 400,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,2026-07-15
WD,WD,"Walker & Dunlop, Inc.",S&P SmallCap 600,Financials,Financial Services,Commercial & Residential Mortgage Finance,2026-07-15
WDAY,WDAY,"Workday, Inc.",S&P 500,Information Technology,Software,Application Software,2026-07-15
WDC,WDC,Western Digital,S&P 500,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2026-07-15
WDFC,WDFC,WD-40 Company,S&P SmallCap 600,Consumer Staples,Household Products,Household Products,2026-07-15
WEC,WEC,WEC Energy Group,S&P 500,Utilities,Electric Utilities,Electric Utilities,2026-07-15
WELL,WELL,Welltower,S&P 500,Real Estate,Health Care REITs,Health Care REITs,2026-07-15
WEN,WEN,The Wendy's Company,S&P SmallCap 600,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
WERN,WERN,Werner Enterprises,S&P SmallCap 600,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
WEX,WEX,WEX Inc.,S&P MidCap 400,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
WFC,WFC,Wells Fargo,S&P 500,Financials,Banks,Diversified Banks,2026-07-15
WFRD,WFRD,Weatherford International,S&P MidCap 400,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
WGO,WGO,"Winnebago Industries, Inc.",S&P SmallCap 600,Consumer Discretionary,Automobiles,Automobile Manufacturers,2026-07-15
WH,WH,Wyndham Hotels & Resorts,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2026-07-15
WHD,WHD,"Cactus, Inc.",S&P SmallCap 600,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2026-07-15
WHR,WHR,Whirlpool Corporation,S&P MidCap 400,Consumer Discretionary,Household Durables,Household Appliances,2026-07-15
WINA,WINA,Winmark,S&P SmallCap 600,Consumer Discretionary,Specialty Retail,Other Specialty Retail,2026-07-15
WING,WING,Wingstop,S&P MidCap 400,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
WKC,WKC,World Kinect Corporation,S&P SmallCap 600,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2026-07-15
WLK,WLK,Westlake Corporation,S&P MidCap 400,Materials,Chemicals,Specialty Chemicals,2026-07-15
WLY,WLY,John Wiley & Sons,S&P SmallCap 600,Communication Services,Media,Publishing,2026-07-15
WM,WM,Waste Management,S&P 500,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,2026-07-15
WMB,WMB,Williams Companies,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,2026-07-15
WMG,WMG,Warner Music Group,S&P MidCap 400,Communication Services,Entertainment,Movies & Entertainment,2026-07-15
WMS,WMS,Advanced Drainage Systems,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
WMT,WMT,Walmart,S&P 500,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail,2026-07-15
WOR,WOR,Worthington Enterprises,S&P SmallCap 600,Industrials,Building Products,Building Products,2026-07-15
WPC,WPC,W. P. Carey,S&P MidCap 400,Real Estate,Diversified REITs,Diversified REITs,2026-07-15
WRB,WRB,W. R. Berkley Corporation,S&P 500,Financials,Insurance,Property & Casualty Insurance,2026-07-15
WRBY,WRBY,Warby Parker,S&P SmallCap 600,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2026-07-15
WRLD,WRLD,World Acceptance Corporation,S&P SmallCap 600,Financials,Consumer Finance,Consumer Finance,2026-07-15
WS,WS,Worthington Steel,S&P SmallCap 600,Materials,Metals & Mining,Steel,2026-07-15
WSBC,WSBC,WesBanco,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
WSC,WSC,WillScot Holdings Corp.,S&P SmallCap 600,Industrials,Commercial Services & Supplies,Office Services & Supplies,2026-07-15
WSFS,WSFS,WSFS Financial Corporation,S&P SmallCap 600,Financials,Banks,Regional Banks,2026-07-15
WSM,WSM,"Williams-Sonoma, Inc.",S&P 500,Consumer Discretionary,Specialty Retail,Homefurnishing Retail,2026-07-15
WSO,WSO,Watsco,S&P MidCap 400,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,2026-07-15
WSR,WSR,Whitestone REIT,S&P SmallCap 600,Real Estate,Retail REITs,Retail REITs,2026-07-15
WST,WST,West Pharmaceutical Services,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
WT,WT,"WisdomTree Investments, Inc.",S&P SmallCap 600,Financials,Capital Markets,Asset Management & Custody Banks,2026-07-15
WTFC,WTFC,Wintrust Financial,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
WTRG,WTRG,Essential Utilities,S&P MidCap 400,Utilities,Water Utilities,Water Utilities,2026-07-15
WTS,WTS,Watts Water Technologies,S&P MidCap 400,Industrials,Building Products,Building Products,2026-07-15
WTW,WTW,Willis Towers Watson,S&P 500,Financials,Insurance,Insurance Brokers,2026-07-15
WU,WU,Western Union,S&P SmallCap 600,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
WWD,WWD,"Woodward, Inc.",S&P MidCap 400,Industrials,Electrical Equipment,Electrical Components & Equipment,2026-07-15
WWW,WWW,"Wolverine World Wide, Inc.",S&P SmallCap 600,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear,2026-07-15
WY,WY,Weyerhaeuser,S&P 500,Real Estate,Specialized REITs,Timber REITs,2026-07-15
WYNN,WYNN,Wynn Resorts,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,2026-07-15
XEL,XEL,Xcel Energy,S&P 500,Utilities,Multi-Utilities,Multi-Utilities,2026-07-15
XHR,XHR,"Xenia Hotels & Resorts, Inc.",S&P SmallCap 600,Real Estate,Hotel & Resort REITs,Hotel & Resort REITs,2026-07-15
XNCR,XNCR,Xencor Inc,S&P SmallCap 600,Health Care,Biotechnology,Biotechnology,2026-07-15
XOM,XOM,ExxonMobil,S&P 500,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,2026-07-15
XPEL,XPEL,"XPEL, Inc.",S&P SmallCap 600,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,2026-07-15
XPO,XPO,"XPO, Inc.",S&P MidCap 400,Industrials,Ground Transportation,Cargo Ground Transportation,2026-07-15
XRAY,XRAY,Dentsply Sirona,S&P MidCap 400,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2026-07-15
XYL,XYL,Xylem Inc.,S&P 500,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
XYZ,XYZ,"Block, Inc.",S&P 500,Financials,Financial Services,Transaction & Payment Processing Services,2026-07-15
YELP,YELP,"Yelp, Inc.",S&P SmallCap 600,Communication Services,Interactive Media & Services,Interactive Media & Services,2026-07-15
YETI,YETI,Yeti Holdings,S&P MidCap 400,Consumer Discretionary,Leisure Products,Leisure Products,2026-07-15
YOU,YOU,"Clear Secure, Inc.",S&P SmallCap 600,Information Technology,Software,Application Software,2026-07-15
YUM,YUM,Yum! Brands,S&P 500,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,2026-07-15
ZBH,ZBH,Zimmer Biomet,S&P 500,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2026-07-15
ZBRA,ZBRA,Zebra Technologies,S&P 500,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2026-07-15
ZD,ZD,Ziff Davis,S&P SmallCap 600,Communication Services,Media,Advertising,2026-07-15
ZION,ZION,Zions Bancorporation,S&P MidCap 400,Financials,Banks,Regional Banks,2026-07-15
ZTS,ZTS,Zoetis,S&P 500,Health Care,Pharmaceuticals,Pharmaceuticals,2026-07-15
ZWS,ZWS,Zurn Elkay Water Solutions Corp.,S&P SmallCap 600,Industrials,Machinery,Industrial Machinery & Supplies & Components,2026-07-15
