alpha_i,alpha_j,observations,correlation,turnover_sum,turnover_product,demeaned_correlation,turnover_model_contribution
alpha013,alpha006,883,0.4433029488134953,-0.400761851238115,0.022825745936651168,0.23269912101567966,-0.0002546377316828916
alpha013,alpha007,883,0.5129851037782391,0.022000724770861152,-0.0062390706229109565,0.3023812759804235,-0.0010834359580460297
alpha013,alpha008,883,0.3825722217093895,-0.2807052798887531,0.014571888047950309,0.17196839391157384,-0.0004900007440311696
alpha013,alpha009,883,0.20922189592114834,0.5292195541829807,-0.04111023252089807,-0.0013819318766672972,-0.002077805114756406
alpha013,alpha010,883,0.13074697844667224,0.5266788608776278,-0.0409355605204781,-0.0798568493511434,-0.002072824252625497
alpha013,alpha011,883,0.23837743724706117,0.30491033786899696,-0.02568903255014509,0.027773609449245534,-0.0016380616483574594
alpha013,alpha012,883,0.2812149337697883,0.4838670285924859,-0.03799225824501848,0.07061110597197265,-0.0019888944710439588
alpha014,alpha001,883,-0.14383641853550158,0.5418150973752274,0.06739940684748227,-0.3544402463333172,0.02197098603424926
alpha014,alpha002,883,0.23143401148507126,0.07109708320584579,-0.02368585308007474,0.020830183687255616,-0.004276795378515677
alpha014,alpha003,883,0.5492722150274194,-0.14199722917566604,-0.06492020198555278,0.3386683872296038,-0.016159180932769638
alpha014,alpha004,883,0.3758656167969008,0.3993388589492152,0.03982985390943786,0.16526178899908514,0.014026346037163294
alpha014,alpha005,883,0.23143714236053317,0.3925423262153505,0.03851470570597978,0.02083331456271753,0.013647363503686276
alpha014,alpha006,883,0.8458089907651857,-0.13850929959226355,-0.06424527779920346,0.6352051629673701,-0.015964689941279087
alpha014,alpha007,883,0.3425126476294854,0.2842532764167126,0.017560469939961614,0.13190881983166977,0.007609040722421559
alpha014,alpha008,883,0.17659840316059686,-0.018452728242901673,-0.04101399350968195,-0.034005424637218784,-0.009270196535275417
alpha014,alpha009,883,0.06665210818812292,0.7914721058288321,0.11570874029812468,-0.14395171960969272,0.03589214984952877
alpha014,alpha010,883,-0.017296569814069032,0.7889314125234793,0.11521710899626635,-0.2279003976118847,0.03575047784950249
alpha014,alpha011,883,-0.01915406359748467,0.5671628895148484,0.07230427593285418,-0.2297578913953003,0.023384408268686128
alpha014,alpha012,883,0.0015686592414667008,0.7461195802383374,0.10693289901431324,-0.20903516855634893,0.033363240518712756
alpha014,alpha013,883,0.40364898640256114,0.1247530745921161,-0.013303267806143472,0.1930451586047455,-0.0012848751821383077
alpha015,alpha001,883,-0.1965871149597333,0.334453926405006,-0.004827036279205044,-0.40719094275754897,0.0033427766608755015
alpha015,alpha002,883,0.35777241757964684,-0.13626408776437565,0.0016963424081782145,0.1471685897818312,-0.0014214158589607136
alpha015,alpha003,883,0.520688378622487,-0.3493584001458875,0.004649479645224634,0.31008455082467135,-0.0035781685187438296
alpha015,alpha004,883,0.41856005994689316,0.19197768797899378,-0.002852549581799107,0.20795623214907752,0.0019007578535830383
alpha015,alpha005,883,0.35969131363949386,0.18518115524512907,-0.002758360799025559,0.14908748584167822,0.0018319693444612082
alpha015,alpha006,883,0.3791364529274801,-0.345870470562485,0.004601142668897923,0.16853262512966447,-0.00354286677219758
alpha015,alpha007,883,0.35529981986022524,0.07689210544649114,-0.001257652395545537,0.1446959920624096,0.0007359631039921556
alpha015,alpha008,883,0.26361966239241597,-0.22581389921312311,0.0029373557407458175,0.053015834594600325,-0.002327760058703509
alpha015,alpha009,883,0.0013870873093562099,0.5841109348586107,-0.008286872442424568,-0.20921674048845942,0.005869584678406258
alpha015,alpha010,883,-0.05086437522229023,0.5815702415532579,-0.008251662605408746,-0.26146820302010587,0.005843870021910865
alpha015,alpha011,883,0.23337662237226986,0.35980171854462695,-0.005178315053414702,0.02277279457445422,0.0035993246536669796
alpha015,alpha012,883,0.16670874432681612,0.5387584092681159,-0.007658360913334078,-0.04389508347099952,0.005410566419767518
alpha015,alpha013,883,0.6237695451453814,-0.08260809637810534,0.000952758478684354,0.4131657173475658,-0.0008783572440106571
alpha015,alpha014,883,0.29758627141254596,0.17964445526774608,-0.002681631229424046,0.08698244361473031,0.0017759317512040834
alpha016,alpha001,883,-0.3217223872200602,0.3093468787411375,-0.013572129401937472,-0.5323262150178758,0.0010872948923192167
alpha016,alpha002,883,0.42069894333264934,-0.16137113542824416,0.004769588903437985,0.2100951155348337,-0.0010756898517218963
alpha016,alpha003,883,0.5892027430397089,-0.374465447809756,0.013072895198346307,0.37859891524189326,-0.0020548742739209696
alpha016,alpha004,883,0.5356655178187493,0.16687064031512527,-0.00802048499540095,0.32506169002093366,0.0004326058410671096
alpha016,alpha005,883,0.4364217073819125,0.16007410758126056,-0.007755655341329219,0.22581787958409685,0.00040137526103148835
alpha016,alpha006,883,0.47608935485872955,-0.3709775182263535,0.012936986607720894,0.2654855270609139,-0.0020388469746672926
alpha016,alpha007,883,0.45481395969851673,0.05178505778262263,-0.003536128603079764,0.2442101319007011,-0.00009622108244917245
alpha016,alpha008,883,0.2984290742256771,-0.2509209468769916,0.008258933620339729,0.08782524642786146,-0.0014871779829700458
alpha016,alpha009,883,0.15264302995694726,0.5590038871947421,-0.023300115976020472,-0.05796079784086838,0.002234487657994373
alpha016,alpha010,883,0.07504209998783083,0.5564631938893894,-0.023201116831087883,-0.13556172780998482,0.002222812980813253
alpha016,alpha011,883,0.27084467610743085,0.33469467088075844,-0.014559816401570422,0.06024084830961521,0.0012037699071747068
alpha016,alpha012,883,0.23471640279451714,0.5136513616042474,-0.021532936425252613,0.024112574996701497,0.002026089385561409
alpha016,alpha013,883,0.8303701868980008,-0.10771514404197385,0.0026788614407569178,0.6197663591001852,-0.0008291365282853676
alpha016,alpha014,883,0.3813074016676507,0.15453740760387757,-0.007539915581495012,0.17070357386983506,0.0003759337074411837
alpha016,alpha015,883,0.7510687253282015,-0.05282376336634387,0.0005399965334469319,0.5404648975303858,-0.0005769064979767809
alpha017,alpha001,883,-0.5364699293966919,1.0479686136045014,0.24369889426963043,-0.7470737571945075,0.06744108842261919
alpha017,alpha002,883,0.3180138973175977,0.5772505994351198,-0.08564194368222036,0.10741006951978208,-0.011246568828528408
alpha017,alpha003,883,0.12879166598627445,0.36415628705360803,-0.23473472808805992,-0.08181216181154119,-0.04686851596057863
alpha017,alpha004,883,0.4899329499923138,0.9054923751784894,0.1440144922731395,0.2793291221944981,0.04362402368699031
alpha017,alpha005,883,0.6167449182669853,0.8986958424446245,0.13925925512826845,0.4061410904691697,0.04248788013148553
alpha017,alpha006,883,0.1507941077210539,0.3676442166370105,-0.23229437607871134,-0.059809720076761747,-0.04628545561592788
alpha017,alpha007,883,0.2543465209062216,0.7904067926459867,0.06349413603754274,0.04374269310840598,0.02438572262293201
alpha017,alpha008,883,0.3855210480762303,0.4877007879863724,-0.1482960360542796,0.17491722027841464,-0.026216178357107774
alpha017,alpha009,883,0.7411484315752861,1.2976256220581062,0.4183730004003464,0.5305446037774705,0.10917504488954789
alpha017,alpha010,883,0.6663738524107311,1.2950849287527535,0.4165953882483236,0.4557700246129155,0.10875032945913321
alpha017,alpha011,883,0.018374932965738115,1.0733164057441225,0.2614336374751202,-0.19222889483207753,0.07167835642578957
alpha017,alpha012,883,0.2778541242561185,1.2522730964676114,0.386641818819028,0.06725029645830286,0.10159368220166358
alpha017,alpha013,883,0.37756024481907335,0.6309065908213902,-0.048101189701360736,0.1669564170212577,-0.00227715586241636
alpha017,alpha014,883,0.15245790160272812,0.8931591424672416,0.13538546794539008,-0.058145926195087516,0.04156233673393461
alpha017,alpha015,883,0.11306914287451204,0.6857979714970202,-0.009696087784991564,-0.0975346849233036,0.006898771165292432
alpha017,alpha016,883,0.25439884718309935,0.6606909238331516,-0.027262392594265557,0.04379501938528371,0.0027017472535374584
alpha018,alpha001,883,-0.41817998558776687,0.8363189487741891,0.16997871605051598,-0.6287838133855825,0.048427623887208976
alpha018,alpha002,883,0.18466072769824193,0.3656009346048075,-0.05973481197279497,-0.025943100099573707,-0.008332136413580608
alpha018,alpha003,883,0.05342309849820206,0.1525066222232957,-0.1637262565858417,-0.15718072929961358,-0.03402731214119552
alpha018,alpha004,883,0.3069597822748157,0.693842710348177,0.10044936216317422,0.09635595447700004,0.03124766285281222
alpha018,alpha005,883,0.47035793740069626,0.6870461776143122,0.09713260889343386,0.2597541096028806,0.030428128530270195
alpha018,alpha006,883,0.08655258679536987,0.1559945518066982,-0.16202412370377198,-0.12405124100244577,-0.03360673327839313
alpha018,alpha007,883,0.23928469210674402,0.5787571278156743,0.044286830897382876,0.028680864308928383,0.017370500980967964
alpha018,alpha008,883,0.26309057760444304,0.27605112315606006,-0.10343571676610915,0.0524867498066274,-0.019130163427228782
alpha018,alpha009,883,0.730108556313087,1.0859759572277938,0.2918130000194881,0.5195047285152714,0.07853157472546975
alpha018,alpha010,883,0.6755999019157062,1.083435263922441,0.29057312475397984,0.46499607411789057,0.07822521478455244
alpha018,alpha011,883,0.38152767665268844,0.8616667409138101,0.18234860754546658,0.1709238488548728,0.05148409201184168
alpha018,alpha012,883,0.16950397435629994,1.040623431637299,0.269680665278606,-0.041099853441515705,0.07306291110082755
alpha018,alpha013,883,0.2401887639985882,0.41925692599107783,-0.033550330584977583,0.02958493620077257,-0.0018622306141181499
alpha018,alpha014,883,0.08956850216954473,0.6815094776369293,0.09443066240503462,-0.1210353256282709,0.02976050639958079
alpha018,alpha015,883,0.11280672109402783,0.4741483066667078,-0.006762970990678582,-0.09779710670378781,0.004756639953701327
alpha018,alpha016,883,0.22085425464108718,0.4490412590028393,-0.01901537757701613,0.010250426843271543,0.001729201095691353
alpha018,alpha017,883,0.5592475740700639,1.1876629938662033,0.34143695159411247,0.34864374627224826,0.09079312336298768
alpha019,alpha001,883,-0.2512897036222671,0.0026683638276605026,-0.12039202346376313,-0.4618935314200827,-0.026463049077063486
alpha019,alpha002,883,0.45804507596785027,-0.46804965034172114,0.0423087963700993,0.24744124817003463,0.003147297250801882
alpha019,alpha003,883,0.2395047880177378,-0.681143962723233,0.11596354992267822,0.028900960219922167,0.016551917852052973
alpha019,alpha004,883,0.6167055581212463,-0.1398078745983517,-0.07114597784627873,0.40610173032343067,-0.017500632861210588
alpha019,alpha005,883,0.6637777673089128,-0.1466044073322164,-0.06879679762682453,0.4531739395110972,-0.017073099429260837
alpha019,alpha006,883,0.19403956087904206,-0.6776560331398305,0.11475796826729215,-0.01656426691877358,0.016332510903895273
alpha019,alpha007,883,0.45484713042170677,-0.2548934571308543,-0.031367345914937235,0.24424330262389113,-0.010261215941625027
alpha019,alpha008,883,0.460821462083582,-0.5575994617904686,0.0732611442728848,0.2502176342857664,0.008780395731792484
alpha019,alpha009,883,0.10844967388959625,0.25232537228126517,-0.20668445062813898,-0.10215415390821939,-0.042167632842642466
alpha019,alpha010,883,0.04582810906287938,0.2497846789759124,-0.2058062754334702,-0.16477571873493627,-0.04200781144974945
alpha019,alpha011,883,0.31848933592852596,0.028016155967281464,-0.12915333371311055,0.10788550813071032,-0.02805754276820751
alpha019,alpha012,883,0.24950738646997966,0.20697284669077043,-0.19100862588170273,0.038903558672164024,-0.039314748633510206
alpha019,alpha013,883,0.3835832534870067,-0.4143936589554508,0.023762929152866544,0.17297942568919109,-0.00022791346917860628
alpha019,alpha014,883,0.09540727094437816,-0.1521411073095994,-0.06688307094040502,-0.11519655685343748,-0.016724815320922456
alpha019,alpha015,883,0.35648071204857346,-0.35950227827982084,0.004790057138404027,0.14587688425075782,-0.0036808359053172816
alpha019,alpha016,883,0.3298679362141123,-0.38460932594368935,0.01346815552333084,0.11926410841629667,-0.0021014861582947324
alpha019,alpha017,883,0.2947035955985452,0.35401240891967467,-0.2418319566286038,0.08409976780072956,-0.04856421908171123
alpha019,alpha018,883,0.17323941596415532,0.14236274408936234,-0.16867653671925903,-0.03736441183366032,-0.03525047351184852
alpha020,alpha001,883,-0.3275550726404132,1.00288881733546,0.2279970474573545,-0.5381589004382289,0.0633913626254528
alpha020,alpha002,883,0.14227143677769233,0.5321708031660783,-0.08012391831557278,-0.06833239102012331,-0.010625816513087362
alpha020,alpha003,883,0.08226161524219038,0.31907649078456657,-0.21961045453316233,-0.12834221255562528,-0.04413343555073656
alpha020,alpha004,883,0.4828451793295964,0.8604125789094479,0.1347354452622876,0.27224135153178075,0.0409879513577277
alpha020,alpha005,883,0.309873152861892,0.8536160461755831,0.13028659442839502,0.09926932506407635,0.039919243201803165
alpha020,alpha006,883,0.1111884211567748,0.32256442036796906,-0.21732733767883428,-0.09941540664104084,-0.043584982546971934
alpha020,alpha007,883,0.19676430601085312,0.7453269963769452,0.059403123640759996,-0.013839521786962516,0.022891532860545873
alpha020,alpha008,883,0.24473172101500346,0.44262099171733094,-0.13874112343159142,0.034127893217187816,-0.02470691015366207
alpha020,alpha009,883,0.4511984418390603,1.2525458257890647,0.39141666650984364,0.2405946140412447,0.10264821484197556
alpha020,alpha010,883,0.4086653498390139,1.2500051324837118,0.38975358829440826,0.19806152204119828,0.10224870824597197
alpha020,alpha011,883,0.07590300341772292,1.028236609475081,0.2445891173573202,-0.13470082438009273,0.06737712908241632
alpha020,alpha012,883,0.2356264827624231,1.20719330019857,0.36172996754243114,0.025022654964607455,0.09551684125955526
alpha020,alpha013,883,0.14626424126859816,0.5858267945523488,-0.04500196549501967,-0.06433958652921748,-0.002188779886601982
alpha020,alpha014,883,0.04192501539238161,0.8480793461982001,0.1266624005524999,-0.16867881240543403,0.03904863510581719
alpha020,alpha015,883,0.0696265940979008,0.6407181752279787,-0.009071355836434298,-0.14097723369991483,0.006442513232271355
alpha020,alpha016,883,0.13149888868886395,0.6156111275641102,-0.025505840052103986,-0.0791049391089517,0.0024946021928869177
alpha020,alpha017,883,0.3618804167168447,1.3542328624274742,0.457978614411713,0.15127658891902904,0.11863780389607986
alpha020,alpha018,883,0.01478163662081795,1.1425831975971619,0.319437710579709,-0.1958221911769977,0.08535734577721953
alpha020,alpha019,883,0.3084691167557576,0.3089326126506332,-0.2262503991140505,0.09786528895794197,-0.04572849081184389
alpha021,alpha001,883,-0.4751174547895702,0.332668320082059,-0.005448984896333105,-0.6857212825873858,0.003182367417975086
alpha021,alpha002,883,0.41631379185276446,-0.13804969408732265,0.001914910853476056,0.20570996405494882,-0.0013968279204345424
alpha021,alpha003,883,0.29109350029767267,-0.3511440064688345,0.005248550642094945,0.08048967249985703,-0.003469832251107758
alpha021,alpha004,883,0.7290904384446755,0.19019208165604679,-0.003220091726723976,0.5184866106468599,0.0017963432863390984
alpha021,alpha005,883,0.6598981380820433,0.18339554892218207,-0.003113767012126723,0.4492943102842277,0.0017302258868017555
alpha021,alpha006,883,0.2597302010587432,-0.347656076885432,0.005193985596650118,0.049126373260927586,-0.003435901297950587
alpha021,alpha007,883,0.7280280395893213,0.07510649912354414,-0.001419696996620331,0.5174242117915057,0.0006767783935849431
alpha021,alpha008,883,0.5256161299061991,-0.2275995055360701,0.003315824895585254,0.3150123021083835,-0.0022679780927200854
alpha021,alpha009,883,0.08840796994915608,0.5823253285356637,-0.009354610192415418,-0.12219585784865956,0.00561105757832375
alpha021,alpha010,883,-0.03419568606809575,0.5797846352303109,-0.009314863677368888,-0.2447995138659114,0.005586341441294811
alpha021,alpha011,883,0.5251844014179691,0.35801611222167995,-0.005845524848460015,0.31458057362015346,0.003428953459109602
alpha021,alpha012,883,0.24696399483286066,0.5369728029451689,-0.008645116906868925,0.03636016703504502,0.00516986334415882
alpha021,alpha013,883,0.4686645698178352,-0.08439370270105234,0.0010755184464988818,0.2580607420200196,-0.0008748566802488122
alpha021,alpha014,883,0.22647258072618387,0.1778588489447991,-0.0030271510760373345,0.01586875292836823,0.0016763642754688147
alpha021,alpha015,883,0.33516252925149315,-0.029502322025422356,0.0002167996537377932,0.1245587014536775,-0.00034086744052903124
alpha021,alpha016,883,0.40421748161607274,-0.054609369689290865,0.0006095734079108993,0.1936136538182571,-0.0005851114935774123
alpha021,alpha017,883,0.2062349320788718,0.6840123651740732,-0.010945398550565701,-0.004368895718943833,0.006600279979282761
alpha021,alpha018,883,0.20041653072441637,0.4723627003437608,-0.0076343587764821,-0.01018729707339927,0.004541329334963085
alpha021,alpha019,883,0.5113161425905625,-0.36128788460276784,0.0054072411082094944,0.30071231479274685,-0.0035685129857855437
alpha021,alpha020,883,0.23461131735047389,0.6389325689050317,-0.010240171832753272,0.024007489552658245,0.006161738885214138
alpha022,alpha001,883,-0.23983018247422572,0.40638410543866743,0.02022712868697013,-0.45043401027204133,0.009804596050850533
alpha022,alpha002,883,0.1094162258250005,-0.06433390873071423,-0.007108323659219804,-0.10118760197281514,-0.0024119000421356524
alpha022,alpha003,883,0.048054788864111665,-0.2774282211122261,-0.019483098462830504,-0.16254903893370398,-0.007942314762379535
alpha022,alpha004,883,0.28857793827410144,0.26390786701265523,0.011953274046350378,0.0779741104762858,0.0061069249235916785
alpha022,alpha005,883,0.2682291248063771,0.2571113342787905,0.011558587012768897,0.05762529700856148,0.005930535210239358
alpha022,alpha006,883,0.033678565142722355,-0.2739402915288236,-0.019280548039766268,-0.17692526265509328,-0.007851792885490169
alpha022,alpha007,883,0.19670456225535718,0.14882228448015256,0.005270044676847816,-0.013899265542458461,0.0031201206648928653
alpha022,alpha008,883,0.3165745022274719,-0.1538837201794617,-0.01230864429659123,0.10597067442965627,-0.004735977066512326
alpha022,alpha009,883,0.17424109513779748,0.656041113892272,0.03472516583882671,-0.03636273266001816,0.016283918652816223
alpha022,alpha010,883,0.1388331532776651,0.6535004205869193,0.03457762315151888,-0.07177067452015054,0.0162179803013956
alpha022,alpha011,883,0.0729946867932007,0.43173189757828834,0.021699121139471443,-0.13760914100461494,0.010462444687015278
alpha022,alpha012,883,0.1809236630452679,0.6106885883017773,0.03209146208256421,-0.029680164752547727,0.015106889231792263
alpha022,alpha013,883,0.2175350426213848,-0.010677917344443927,-0.003992422522070647,0.006931214823569148,-0.0010193716293611143
alpha022,alpha014,883,0.03433218765384692,0.2515746343014075,0.011237060761741583,-0.17627164014396873,0.00578684180653334
alpha022,alpha015,883,0.14585333917891838,0.04421346333118606,-0.0008047800790191126,-0.06475048861889726,0.00040521871427751186
alpha022,alpha016,883,0.2386259666885535,0.01910641566731755,-0.0022627920613738743,0.028022138890737847,-0.0002463819053276226
alpha022,alpha017,883,0.1999196714866127,0.7577281505306815,0.040630317247063,-0.010684156311202953,0.01892299183125095
alpha022,alpha018,883,0.12199012403889493,0.5460784857003692,0.028339435757717184,-0.0886137037589207,0.013430069899967166
alpha022,alpha019,883,0.11499636902926882,-0.28757209924615945,-0.020072171939920582,-0.09560745876854682,-0.008205577785804708
alpha022,alpha020,883,0.23854625134698285,0.7126483542616401,0.03801245137918713,0.027942423549167206,0.01775304052618959
alpha022,alpha021,883,0.24523097352502526,0.04242785700823906,-0.0009084734901074958,0.034627145727209624,0.0003588770574654486
alpha023,alpha001,883,-0.5613458015480093,0.5374483093973011,0.06587840095202806,-0.7719496293458249,0.021578697350879392
alpha023,alpha002,883,0.21773257825765205,0.06673029522791951,-0.023151333210260756,0.007128750459836408,-0.004216664367005329
alpha023,alpha003,883,0.10659794610328706,-0.14636401715359232,-0.06345514443426674,-0.10400588169452858,-0.0158942392684134
alpha023,alpha004,883,0.5946798849358506,0.39497207097128895,0.038931011539082516,0.38407605713803494,0.0137709950837635
